 

stn    time           tre200h0  rre150h0  rre024i0
BUF    2022092722         -1.2       0.0       1.9
BUF    2022092723         -0.5       0.0       1.9
BUF    2022092800         -1.4       0.0       1.9
BUF    2022092801         -2.4       0.0       1.9
BUF    2022092802         -1.9       0.0       1.9
BUF    2022092803         -1.1       0.0       1.7
BUF    2022092804         -0.6       0.0       1.7
BUF    2022092805         -0.1       0.0       0.6
BUF    2022092806          0.2       0.0       0.1
BUF    2022092807          1.9       0.0       0.1
BUF    2022092808          2.2       0.0       0.1
BUF    2022092809          2.4       0.0       0.0
BUF    2022092810          4.5       0.0       0.0
BUF    2022092811          6.1       0.0       0.0
BUF    2022092812          6.5       0.0       0.0
BUF    2022092813          6.6       0.0       0.0
BUF    2022092814          6.0       0.0       0.0
BUF    2022092815          6.2       0.0       0.0
BUF    2022092816          5.2       0.0       0.0
BUF    2022092817          4.6       0.0       0.0
BUF    2022092818          4.3       0.0       0.0
BUF    2022092819          4.0       0.0       0.0
BUF    2022092820          4.6       0.0       0.0
BUF    2022092821          5.1       0.0       0.0
BUF    2022092822          4.6       0.0       0.0
BUF    2022092823          4.3       0.0       0.0
BUF    2022092900          3.1       0.0       0.0
BUF    2022092901          1.0       0.0       0.0
BUF    2022092902          1.0       0.0       0.0
BUF    2022092903          0.6       0.0       0.0
BUF    2022092904         -0.3       0.0       0.0
BUF    2022092905          0.1       0.0       0.0
BUF    2022092906          0.3       0.0       0.0
BUF    2022092907          2.0       0.0       0.0
BUF    2022092908          4.1       0.0       0.0
BUF    2022092909          4.9       0.0       0.0
BUF    2022092910          5.2       0.0       0.0
BUF    2022092911          5.3       0.1       0.1
BUF    2022092912          5.9       0.0       0.1
BUF    2022092913          6.0       0.0       0.1
BUF    2022092914          5.7       0.0       0.1
BUF    2022092915          4.9       0.2       0.3
BUF    2022092916          4.7       0.0       0.3
BUF    2022092917          4.3       0.0       0.3
BUF    2022092918          3.9       0.0       0.3
BUF    2022092919          2.8       0.7       1.0
BUF    2022092920          2.0       0.0       1.0
BUF    2022092921          1.7       0.1       1.1
BUF    2022092922          1.4       0.0       1.1
BUF    2022092923          1.2       0.0       1.1
BUF    2022093000          1.2       0.0       1.1
BUF    2022093001          1.1       0.0       1.1
BUF    2022093002          0.2       0.0       1.1
BUF    2022093003          0.5       0.0       1.1
BUF    2022093004          0.6       0.0       1.1
BUF    2022093005          0.4       0.0       1.1
BUF    2022093006          0.5       0.0       1.1
BUF    2022093007          0.8       0.0       1.1
BUF    2022093008          2.2       0.0       1.1
BUF    2022093009          2.0       0.9       2.0
BUF    2022093010          2.3       0.7       2.7
BUF    2022093011          1.5       1.4       4.0
BUF    2022093012          3.1       0.2       4.2
BUF    2022093013          3.7       0.1       4.3
BUF    2022093014          4.2       0.0       4.3
BUF    2022093015          4.3       0.0       4.1
BUF    2022093016          4.4       0.0       4.1
BUF    2022093017          4.3       0.0       4.1
BUF    2022093018          4.2       0.0       4.1
BUF    2022093019          3.8       0.0       3.4
BUF    2022093020          3.5       0.0       3.4
BUF    2022093021          3.4       0.0       3.3
BUF    2022093022          2.9       0.0       3.3
BUF    2022093023          2.7       0.0       3.3
BUF    2022100100          2.6       0.0       3.3
BUF    2022100101          2.7       0.0       3.3
BUF    2022100102          2.6       0.0       3.3
BUF    2022100103          2.2       0.0       3.3
BUF    2022100104          1.4       0.0       3.3
BUF    2022100105         -0.1       0.0       3.3
BUF    2022100106         -0.4       0.0       3.3
BUF    2022100107          0.6       0.0       3.3
BUF    2022100108          2.4       0.0       3.3
BUF    2022100109          3.8       0.0       2.4
BUF    2022100110          5.0       0.0       1.7
BUF    2022100111          6.3       0.0       0.3
BUF    2022100112          6.7       0.0       0.1
BUF    2022100113          6.9       0.0       0.0
BUF    2022100114          6.5       0.1       0.1
BUF    2022100115          6.0       0.2       0.3
BUF    2022100116          5.6       0.5       0.8
BUF    2022100117          5.3       0.6       1.4
BUF    2022100118          4.9       0.3       1.7
BUF    2022100119          4.7       1.3       3.0
BUF    2022100120          4.4       1.9       4.9
BUF    2022100121          4.1       1.5       6.4
BUF    2022100122          3.9       1.4       7.8
BUF    2022100123          3.8       1.4       9.2
BUF    2022100200          3.9       1.1      10.3
BUF    2022100201          4.0       0.5      10.8
BUF    2022100202          3.6       0.1      10.9
BUF    2022100203          3.1       0.0      10.9
BUF    2022100204          3.6       0.1      11.0
BUF    2022100205          4.2       0.0      11.0
BUF    2022100206          4.8       0.0      11.0
BUF    2022100207          5.5       0.0      11.0
BUF    2022100208          6.4       0.0      11.0
BUF    2022100209          8.5       0.0      11.0
BUF    2022100210         10.5       0.0      11.0
BUF    2022100211         12.2       0.0      11.0
BUF    2022100212         13.4       0.0      11.0
BUF    2022100213         14.0       0.0      11.0
BUF    2022100214         14.1       0.0      10.9
BUF    2022100215         12.2       0.0      10.7
BUF    2022100216         11.0       0.0      10.2
BUF    2022100217          9.0       0.0       9.6
BUF    2022100218          9.6       0.0       9.3
BUF    2022100219          8.8       0.0       8.0
BUF    2022100220          8.4       0.0       6.1
BUF    2022100221          7.9       0.0       4.6
BUF    2022100222          7.9       0.0       3.2
BUF    2022100223          6.7       0.0       1.8
BUF    2022100300          5.7       0.1       0.8
BUF    2022100301          5.1       0.0       0.3
BUF    2022100302          5.0       0.2       0.4
BUF    2022100303          4.8       0.0       0.4
BUF    2022100304          4.4       0.0       0.3
BUF    2022100305          3.8       0.0       0.3
BUF    2022100306          3.1       0.0       0.3
BUF    2022100307          4.0       0.0       0.3
BUF    2022100308          6.7       0.0       0.3
BUF    2022100309          8.2       0.0       0.3
BUF    2022100310          9.5       0.0       0.3
BUF    2022100311         10.3       0.0       0.3
BUF    2022100312         11.0       0.0       0.3
BUF    2022100313         11.7       0.0       0.3
BUF    2022100314         11.9       0.0       0.3
BUF    2022100315         11.2       0.0       0.3
BUF    2022100316          8.3       0.0       0.3
BUF    2022100317          5.3       0.0       0.3
BUF    2022100318          3.0       0.0       0.3
BUF    2022100319          0.9       0.0       0.3
BUF    2022100320         -0.3       0.0       0.3
BUF    2022100321         -1.1       0.0       0.3
BUF    2022100322         -1.7       0.0       0.3
BUF    2022100323         -2.0       0.0       0.3
BUF    2022100400         -2.3       0.0       0.2
BUF    2022100401         -2.5       0.0       0.2
BUF    2022100402         -2.9       0.0       0.0
BUF    2022100403         -3.1       0.0       0.0
BUF    2022100404         -3.2       0.0       0.0
BUF    2022100405         -3.4       0.0       0.0
BUF    2022100406         -3.5       0.0       0.0
BUF    2022100407         -2.1       0.0       0.0
BUF    2022100408          1.6       0.0       0.0
BUF    2022100409          7.1       0.0       0.0
BUF    2022100410         10.1       0.0       0.0
BUF    2022100411         11.9       0.0       0.0
BUF    2022100412         13.6       0.0       0.0
BUF    2022100413         14.3       0.0       0.0
BUF    2022100414         14.9       0.0       0.0
BUF    2022100415         14.4       0.0       0.0
BUF    2022100416         11.1       0.0       0.0
BUF    2022100417          7.4       0.0       0.0
BUF    2022100418          4.2       0.0       0.0
BUF    2022100419          2.3       0.0       0.0
BUF    2022100420          1.3       0.0       0.0
BUF    2022100421          0.6       0.0       0.0
BUF    2022100422          0.0       0.0       0.0
BUF    2022100423         -0.6       0.0       0.0
BUF    2022100500         -1.0       0.0       0.0
BUF    2022100501         -1.4       0.0       0.0
BUF    2022100502         -1.7       0.0       0.0
BUF    2022100503         -1.8       0.0       0.0
BUF    2022100504         -2.0       0.0       0.0
BUF    2022100505         -2.1       0.0       0.0
BUF    2022100506         -2.1       0.0       0.0
BUF    2022100507         -0.5       0.0       0.0
BUF    2022100508          5.4       0.0       0.0
BUF    2022100509         10.9       0.0       0.0
BUF    2022100510         14.2       0.0       0.0
BUF    2022100511         16.6       0.0       0.0
BUF    2022100512         18.1       0.0       0.0
BUF    2022100513         18.4       0.0       0.0
BUF    2022100514         15.8       0.0       0.0
BUF    2022100515         14.4       0.0       0.0
BUF    2022100516         12.6       0.0       0.0
BUF    2022100517          9.7       0.0       0.0
BUF    2022100518          5.7       0.0       0.0
BUF    2022100519          4.0       0.0       0.0
BUF    2022100520          3.1       0.0       0.0
BUF    2022100521          1.9       0.0       0.0
BUF    2022100522          1.1       0.0       0.0
BUF    2022100523          0.4       0.0       0.0
BUF    2022100600         -0.2       0.0       0.0
BUF    2022100601         -0.5       0.0       0.0
BUF    2022100602         -0.9       0.0       0.0
BUF    2022100603         -1.1       0.0       0.0
BUF    2022100604         -1.5       0.0       0.0
BUF    2022100605         -1.5       0.0       0.0
BUF    2022100606         -1.6       0.0       0.0
BUF    2022100607         -0.2       0.0       0.0
BUF    2022100608          5.7       0.0       0.0
BUF    2022100609         10.6       0.0       0.0
BUF    2022100610         12.8       0.0       0.0
BUF    2022100611         14.7       0.0       0.0
BUF    2022100612         15.9       0.0       0.0
BUF    2022100613         16.4       0.0       0.0
BUF    2022100614         16.1       0.0       0.0
BUF    2022100615         15.3       0.0       0.0
BUF    2022100616         13.6       0.0       0.0
BUF    2022100617         11.0       0.0       0.0
BUF    2022100618          8.4       0.0       0.0
BUF    2022100619          5.8       0.0       0.0
BUF    2022100620          3.9       0.0       0.0
BUF    2022100621          2.3       0.0       0.0
BUF    2022100622          1.4       0.0       0.0
BUF    2022100623          0.7       0.0       0.0
BUF    2022100700          1.5       0.0       0.0
BUF    2022100701          0.9       0.0       0.0
BUF    2022100702          0.1       0.0       0.0
