 

stn    time           tre200h0  rre150h0  rre024i0
BUF    2021030303        -11.7       0.0       0.0
BUF    2021030304        -11.6       0.0       0.0
BUF    2021030305        -11.7       0.0       0.0
BUF    2021030306        -10.9       0.0       0.0
BUF    2021030307        -10.2       0.0       0.0
BUF    2021030308         -8.2       0.0       0.0
BUF    2021030309         -4.6       0.0       0.0
BUF    2021030310         -0.2       0.0       0.0
BUF    2021030311          3.3       0.0       0.0
BUF    2021030312          5.2       0.0       0.0
BUF    2021030313          5.9       0.0       0.0
BUF    2021030314          6.0       0.0       0.0
BUF    2021030315          5.4       0.0       0.0
BUF    2021030316          4.4       0.0       0.0
BUF    2021030317          0.9       0.0       0.0
BUF    2021030318         -2.1       0.0       0.0
BUF    2021030319         -3.4       0.0       0.0
BUF    2021030320         -3.8       0.0       0.0
BUF    2021030321         -4.4       0.0       0.0
BUF    2021030322         -5.1       0.0       0.0
BUF    2021030323         -6.0       0.0       0.0
BUF    2021030400         -7.1       0.0       0.0
BUF    2021030401         -7.5       0.0       0.0
BUF    2021030402         -8.2       0.0       0.0
BUF    2021030403         -8.9       0.0       0.0
BUF    2021030404         -8.5       0.0       0.0
BUF    2021030405         -9.0       0.0       0.0
BUF    2021030406         -8.4       0.0       0.0
BUF    2021030407         -7.9       0.0       0.0
BUF    2021030408         -5.9       0.0       0.0
BUF    2021030409         -2.7       0.0       0.0
BUF    2021030410          1.5       0.0       0.0
BUF    2021030411          3.2       0.0       0.0
BUF    2021030412          4.1       0.0       0.0
BUF    2021030413          4.6       0.0       0.0
BUF    2021030414          4.7       0.0       0.0
BUF    2021030415          4.6       0.0       0.0
BUF    2021030416          3.4       0.0       0.0
BUF    2021030417          1.7       0.0       0.0
BUF    2021030418         -0.6       0.0       0.0
BUF    2021030419         -3.8       0.0       0.0
BUF    2021030420         -4.6       0.0       0.0
BUF    2021030421         -5.0       0.0       0.0
BUF    2021030422         -6.1       0.0       0.0
BUF    2021030423         -5.5       0.0       0.0
BUF    2021030500         -6.9       0.0       0.0
BUF    2021030501         -5.9       0.0       0.0
BUF    2021030502         -5.4       0.0       0.0
BUF    2021030503         -5.8       0.0       0.0
BUF    2021030504         -5.7       0.2       0.2
BUF    2021030505         -6.5       0.1       0.3
BUF    2021030506         -7.9       0.0       0.3
BUF    2021030507         -7.0       0.0       0.3
BUF    2021030508         -3.6       0.0       0.3
BUF    2021030509         -0.9       0.0       0.3
BUF    2021030510         -0.5       0.0       0.3
BUF    2021030511         -0.1       0.0       0.3
BUF    2021030512          0.4       0.0       0.3
BUF    2021030513          1.4       0.0       0.3
BUF    2021030514          1.0       0.0       0.3
BUF    2021030515         -0.2       0.0       0.3
BUF    2021030516         -0.9       0.0       0.3
BUF    2021030517         -1.0       0.0       0.3
BUF    2021030518         -2.0       0.0       0.3
BUF    2021030519         -2.4       0.0       0.3
BUF    2021030520         -3.5       0.0       0.3
BUF    2021030521         -6.0       0.0       0.3
BUF    2021030522         -8.4       0.0       0.3
BUF    2021030523         -9.3       0.0       0.3
BUF    2021030600        -10.5       0.0       0.3
BUF    2021030601        -12.1       0.0       0.3
BUF    2021030602        -13.3       0.0       0.3
BUF    2021030603        -12.3       0.0       0.3
BUF    2021030604        -10.0       0.0       0.1
BUF    2021030605         -8.9       0.0       0.0
BUF    2021030606         -8.6       0.0       0.0
BUF    2021030607         -8.4       0.0       0.0
BUF    2021030608         -7.7       0.0       0.0
BUF    2021030609         -6.4       0.0       0.0
BUF    2021030610         -4.0       0.0       0.0
BUF    2021030611         -1.7       0.0       0.0
BUF    2021030612         -0.4       0.0       0.0
BUF    2021030613          0.3       0.0       0.0
BUF    2021030614          0.8       0.0       0.0
BUF    2021030615          1.0       0.0       0.0
BUF    2021030616         -0.8       0.0       0.0
BUF    2021030617         -2.7       0.0       0.0
BUF    2021030618         -5.2       0.0       0.0
BUF    2021030619         -7.3       0.0       0.0
BUF    2021030620         -9.0       0.0       0.0
BUF    2021030621        -10.2       0.0       0.0
BUF    2021030622        -10.8       0.0       0.0
BUF    2021030623        -11.9       0.0       0.0
BUF    2021030700        -13.4       0.0       0.0
BUF    2021030701        -14.2       0.0       0.0
BUF    2021030702        -14.7       0.0       0.0
BUF    2021030703        -15.3       0.0       0.0
BUF    2021030704        -15.0       0.0       0.0
BUF    2021030705        -15.4       0.0       0.0
BUF    2021030706        -16.0       0.0       0.0
BUF    2021030707        -15.7       0.0       0.0
BUF    2021030708        -11.4       0.0       0.0
BUF    2021030709         -5.8       0.0       0.0
BUF    2021030710         -1.6       0.0       0.0
BUF    2021030711          0.1       0.0       0.0
BUF    2021030712          1.1       0.0       0.0
BUF    2021030713          1.1       0.0       0.0
BUF    2021030714          1.5       0.0       0.0
BUF    2021030715          2.1       0.0       0.0
BUF    2021030716          1.2       0.0       0.0
BUF    2021030717         -0.6       0.0       0.0
BUF    2021030718         -3.2       0.0       0.0
BUF    2021030719         -4.8       0.0       0.0
BUF    2021030720         -5.4       0.0       0.0
BUF    2021030721         -6.8       0.0       0.0
BUF    2021030722         -8.0       0.0       0.0
BUF    2021030723         -8.6       0.0       0.0
BUF    2021030800         -9.7       0.0       0.0
BUF    2021030801        -10.3       0.0       0.0
BUF    2021030802        -11.2       0.0       0.0
BUF    2021030803        -11.7       0.0       0.0
BUF    2021030804        -11.0       0.0       0.0
BUF    2021030805        -10.5       0.0       0.0
BUF    2021030806         -9.9       0.0       0.0
BUF    2021030807         -8.7       0.0       0.0
BUF    2021030808         -6.0       0.0       0.0
BUF    2021030809         -3.0       0.0       0.0
BUF    2021030810         -1.6       0.0       0.0
BUF    2021030811         -0.4       0.0       0.0
BUF    2021030812          0.4       0.0       0.0
BUF    2021030813          0.9       0.0       0.0
BUF    2021030814          0.8       0.0       0.0
BUF    2021030815          0.6       0.0       0.0
BUF    2021030816         -0.3       0.0       0.0
BUF    2021030817         -2.3       0.0       0.0
BUF    2021030818         -5.0       0.0       0.0
BUF    2021030819         -7.6       0.0       0.0
BUF    2021030820         -9.9       0.0       0.0
BUF    2021030821        -11.2       0.0       0.0
BUF    2021030822        -11.8       0.0       0.0
BUF    2021030823        -12.7       0.0       0.0
BUF    2021030900        -13.5       0.0       0.0
BUF    2021030901        -13.7       0.0       0.0
BUF    2021030902        -13.9       0.0       0.0
BUF    2021030903        -14.4       0.0       0.0
BUF    2021030904        -14.4       0.0       0.0
BUF    2021030905        -13.5       0.0       0.0
BUF    2021030906        -13.1       0.0       0.0
BUF    2021030907        -11.0       0.0       0.0
BUF    2021030908         -7.5       0.0       0.0
BUF    2021030909         -4.6       0.0       0.0
BUF    2021030910         -2.5       0.0       0.0
BUF    2021030911         -1.2       0.0       0.0
BUF    2021030912         -0.9       0.0       0.0
BUF    2021030913         -2.0       0.0       0.0
BUF    2021030914         -2.1       0.0       0.0
BUF    2021030915         -3.5       0.4       0.4
BUF    2021030916         -3.4       0.0       0.4
BUF    2021030917         -3.8       0.0       0.4
BUF    2021030918         -4.7       0.0       0.4
BUF    2021030919         -5.2       0.0       0.4
BUF    2021030920         -6.3       0.0       0.4
BUF    2021030921         -9.3       0.0       0.4
BUF    2021030922        -11.9       0.0       0.4
BUF    2021030923        -13.1       0.0       0.4
BUF    2021031000        -13.3       0.0       0.4
BUF    2021031001        -11.6       0.0       0.4
BUF    2021031002        -10.5       0.0       0.4
BUF    2021031003        -10.0       0.0       0.4
BUF    2021031004        -10.7       0.0       0.4
BUF    2021031005        -10.8       0.0       0.4
BUF    2021031006        -10.5       0.0       0.4
BUF    2021031007         -9.8       0.0       0.4
BUF    2021031008         -7.9       0.0       0.4
BUF    2021031009         -5.2       0.0       0.4
BUF    2021031010         -4.2       0.0       0.4
BUF    2021031011         -3.3       0.0       0.4
BUF    2021031012         -2.2       0.0       0.4
BUF    2021031013         -1.6       0.0       0.4
BUF    2021031014         -1.3       0.0       0.4
BUF    2021031015         -1.4       0.0       0.0
BUF    2021031016         -2.1       0.0       0.0
BUF    2021031017         -3.8       0.0       0.0
BUF    2021031018         -6.9       0.0       0.0
BUF    2021031019         -9.5       0.0       0.0
BUF    2021031020        -10.8       0.0       0.0
BUF    2021031021        -11.8       0.0       0.0
BUF    2021031022        -12.7       0.0       0.0
BUF    2021031023        -13.1       0.0       0.0
BUF    2021031100        -13.5       0.0       0.0
BUF    2021031101        -12.8       0.0       0.0
BUF    2021031102        -10.8       0.0       0.0
BUF    2021031103         -9.9       0.0       0.0
BUF    2021031104         -8.6       0.0       0.0
BUF    2021031105         -7.4       0.0       0.0
BUF    2021031106         -6.5       0.0       0.0
BUF    2021031107         -5.6       0.0       0.0
BUF    2021031108         -2.9       0.0       0.0
BUF    2021031109         -1.1       0.0       0.0
BUF    2021031110          0.5       0.0       0.0
BUF    2021031111          1.5       0.0       0.0
BUF    2021031112          2.5       0.0       0.0
BUF    2021031113          2.9       0.0       0.0
BUF    2021031114          3.1       0.0       0.0
BUF    2021031115          2.7       0.0       0.0
BUF    2021031116          2.1       0.0       0.0
BUF    2021031117          0.9       0.0       0.0
BUF    2021031118         -0.9       0.0       0.0
BUF    2021031119         -2.7       0.0       0.0
BUF    2021031120         -3.5       0.0       0.0
BUF    2021031121         -1.5       0.0       0.0
BUF    2021031122         -2.0       2.3       2.3
BUF    2021031123         -2.3       2.9       5.2
BUF    2021031200         -2.3       1.6       6.8
BUF    2021031201         -2.4       0.0       6.8
BUF    2021031202         -2.7       0.0       6.8
BUF    2021031203         -4.6       0.0       6.8
BUF    2021031204         -7.3       0.0       6.8
BUF    2021031205         -8.8       0.0       6.8
BUF    2021031206        -10.6       0.0       6.8
BUF    2021031207        -10.5       0.0       6.8
BUF    2021031208         -7.9       0.0       6.8
BUF    2021031209         -3.4       0.0       6.8
BUF    2021031210         -0.2       0.0       6.8
BUF    2021031211          0.7       0.0       6.8
BUF    2021031212          1.1       0.0       6.8
BUF    2021031213          1.3       0.0       6.8
BUF    2021031214          1.7       0.0       6.8
BUF    2021031215          1.1       0.0       6.8
BUF    2021031216         -0.3       0.0       6.8
BUF    2021031217         -2.0       0.0       6.8
BUF    2021031218         -3.6       0.0       6.8
BUF    2021031219         -6.5       0.0       6.8
BUF    2021031220         -9.6       0.0       6.8
BUF    2021031221        -11.0       0.0       6.8
BUF    2021031222        -12.2       0.0       4.5
BUF    2021031223        -13.2       0.0       1.6
BUF    2021031300        -13.7       0.0       0.0
BUF    2021031301        -14.5       0.0       0.0
BUF    2021031302        -14.7       0.0       0.0
BUF    2021031303        -14.7       0.0       0.0
BUF    2021031304        -15.3       0.0       0.0
BUF    2021031305        -15.0       0.0       0.0
BUF    2021031306        -15.6       0.0       0.0
BUF    2021031307        -14.2       0.0       0.0
BUF    2021031308         -9.1       0.0       0.0
BUF    2021031309         -3.1       0.0       0.0
BUF    2021031310          0.7       0.0       0.0
BUF    2021031311          1.6       0.0       0.0
BUF    2021031312          2.1       0.0       0.0
BUF    2021031313          2.4       0.0       0.0
BUF    2021031314          2.6       0.0       0.0
BUF    2021031315          2.7       0.0       0.0
BUF    2021031316          2.0       0.0       0.0
BUF    2021031317          0.8       0.0       0.0
BUF    2021031318         -0.2       0.0       0.0
BUF    2021031319         -0.9       0.0       0.0
BUF    2021031320         -1.3       0.0       0.0
BUF    2021031321         -1.7       0.0       0.0
BUF    2021031322         -2.2       0.0       0.0
BUF    2021031323         -2.5       0.0       0.0
BUF    2021031400         -2.9       0.7       0.7
BUF    2021031401         -4.6       0.0       0.7
BUF    2021031402         -6.4       0.0       0.7
BUF    2021031403         -7.7       0.0       0.7
BUF    2021031404         -8.4       0.0       0.7
BUF    2021031405         -5.6       0.4       1.1
BUF    2021031406         -6.0       0.1       1.2
BUF    2021031407         -6.4       0.0       1.2
BUF    2021031408         -6.1       0.0       1.2
BUF    2021031409         -6.3       0.0       1.2
BUF    2021031410         -6.3       0.0       1.2
BUF    2021031411         -6.8       0.1       1.3
BUF    2021031412         -5.8       0.0       1.3
BUF    2021031413         -5.7       0.0       1.3
BUF    2021031414         -6.1       0.0       1.3
BUF    2021031415         -6.1       0.1       1.4
BUF    2021031416         -6.2       0.0       1.4
BUF    2021031417         -7.0       0.0       1.4
BUF    2021031418         -7.7       0.1       1.5
BUF    2021031419         -7.9       0.3       1.8
BUF    2021031420         -7.8       0.2       2.0
BUF    2021031421         -7.5       0.2       2.2
BUF    2021031422         -7.6       0.5       2.7
BUF    2021031423         -7.8       0.4       3.1
BUF    2021031500         -7.7       0.2       2.6
BUF    2021031501         -7.6       0.5       3.1
BUF    2021031502         -7.3       0.1       3.2
BUF    2021031503         -7.5       0.2       3.4
BUF    2021031504         -8.0       0.0       3.4
BUF    2021031505         -8.6       0.1       3.1
BUF    2021031506         -8.7       0.0       3.0
BUF    2021031507         -8.1       0.1       3.1
BUF    2021031508         -7.1       0.3       3.4
BUF    2021031509         -6.2       0.1       3.5
BUF    2021031510         -5.4       0.0       3.5
BUF    2021031511         -4.1       0.0       3.4
BUF    2021031512         -3.5       0.0       3.4
BUF    2021031513         -3.7       0.1       3.5
BUF    2021031514         -2.8       0.0       3.5
BUF    2021031515         -3.1       0.0       3.4
BUF    2021031516         -4.1       0.1       3.5
BUF    2021031517         -4.3       0.0       3.5
BUF    2021031518         -5.2       0.1       3.5
BUF    2021031519         -5.5       0.4       3.6
BUF    2021031520         -5.9       0.0       3.4
BUF    2021031521         -7.2       0.0       3.2
BUF    2021031522         -8.1       0.0       2.7
BUF    2021031523        -10.9       0.0       2.3
BUF    2021031600        -10.7       0.0       2.1
BUF    2021031601         -8.5       0.2       1.8
BUF    2021031602         -8.0       0.1       1.8
BUF    2021031603         -8.4       0.3       1.9
BUF    2021031604         -8.2       1.7       3.6
BUF    2021031605         -8.1       0.7       4.2
BUF    2021031606         -8.2       0.3       4.5
BUF    2021031607         -8.1       0.1       4.5
BUF    2021031608         -7.9       0.1       4.3
BUF    2021031609         -7.0       0.1       4.3
BUF    2021031610         -6.1       0.0       4.3
BUF    2021031611         -5.1       0.0       4.3
BUF    2021031612         -4.6       0.0       4.3
BUF    2021031613         -4.3       0.0       4.2
BUF    2021031614         -4.6       0.0       4.2
BUF    2021031615         -5.7       0.0       4.2
BUF    2021031616         -6.2       0.0       4.1
BUF    2021031617         -7.0       0.0       4.1
BUF    2021031618         -7.9       0.0       4.0
BUF    2021031619         -8.1       0.2       3.8
BUF    2021031620         -8.4       0.2       4.0
BUF    2021031621         -8.9       0.0       4.0
BUF    2021031622         -9.1       0.0       4.0
BUF    2021031623        -10.7       0.0       4.0
BUF    2021031700        -10.8       0.0       4.0
BUF    2021031701        -10.6       0.0       3.8
BUF    2021031702        -10.9       0.1       3.8
BUF    2021031703        -11.3       0.0       3.5
BUF    2021031704        -10.5       0.0       1.8
BUF    2021031705         -9.7       0.1       1.2
BUF    2021031706         -8.8       0.3       1.2
BUF    2021031707         -8.7       0.4       1.5
BUF    2021031708         -8.1       0.2       1.6
BUF    2021031709         -6.4       0.0       1.5
BUF    2021031710         -5.7       0.1       1.6
BUF    2021031711         -4.3       0.0       1.6
BUF    2021031712         -3.7       0.0       1.6
BUF    2021031713         -4.3       0.0       1.6
BUF    2021031714         -4.5       0.0       1.6
BUF    2021031715         -5.1       0.0       1.6
BUF    2021031716         -5.4       0.0       1.6
BUF    2021031717         -5.9       0.0       1.6
BUF    2021031718         -7.1       0.0       1.6
BUF    2021031719         -9.2       0.0       1.4
BUF    2021031720        -12.3       0.0       1.2
BUF    2021031721        -12.4       0.0       1.2
BUF    2021031722        -13.0       0.0       1.2
BUF    2021031723        -13.0       0.1       1.3
BUF    2021031800        -11.9       0.0       1.3
BUF    2021031801        -13.2       0.0       1.3
BUF    2021031802        -14.1       0.0       1.2
BUF    2021031803        -12.7       0.1       1.3
BUF    2021031804        -12.3       0.0       1.3
BUF    2021031805        -11.6       0.3       1.5
BUF    2021031806        -11.8       0.1       1.3
BUF    2021031807        -12.3       0.0       0.9
BUF    2021031808         -9.7       0.0       0.7
BUF    2021031809         -8.0       0.0       0.7
BUF    2021031810         -7.3       0.0       0.6
BUF    2021031811         -6.4       0.0       0.6
BUF    2021031812         -6.3       0.0       0.6
BUF    2021031813         -6.1       0.0       0.6
BUF    2021031814         -6.3       0.0       0.6
BUF    2021031815         -5.8       0.0       0.6
BUF    2021031816         -6.9       0.0       0.6
BUF    2021031817        -10.1       0.0       0.6
BUF    2021031818        -13.3       0.0       0.6
BUF    2021031819        -16.1       0.0       0.6
BUF    2021031820        -17.4       0.0       0.6
BUF    2021031821        -18.7       0.0       0.6
BUF    2021031822        -19.1       0.0       0.6
BUF    2021031823        -19.1       0.0       0.5
BUF    2021031900        -18.2       0.0       0.5
BUF    2021031901        -18.4       0.0       0.5
BUF    2021031902        -18.9       0.0       0.5
BUF    2021031903        -19.4       0.0       0.4
BUF    2021031904        -20.3       0.0       0.4
BUF    2021031905        -21.1       0.0       0.1
BUF    2021031906        -21.3       0.0       0.0
BUF    2021031907        -20.2       0.0       0.0
BUF    2021031908        -14.0       0.0       0.0
BUF    2021031909         -9.5       0.0       0.0
BUF    2021031910         -7.4       0.0       0.0
BUF    2021031911         -6.4       0.0       0.0
BUF    2021031912         -6.5       0.0       0.0
BUF    2021031913         -5.4       0.0       0.0
BUF    2021031914         -6.8       0.0       0.0
BUF    2021031915         -6.4       0.0       0.0
BUF    2021031916         -6.4       0.0       0.0
BUF    2021031917         -7.3       0.0       0.0
BUF    2021031918        -10.4       0.0       0.0
BUF    2021031919        -12.9       0.0       0.0
BUF    2021031920        -15.2       0.0       0.0
BUF    2021031921        -17.2       0.0       0.0
BUF    2021031922        -18.5       0.0       0.0
BUF    2021031923        -19.6       0.0       0.0
BUF    2021032000        -19.8       0.0       0.0
BUF    2021032001        -19.9       0.0       0.0
BUF    2021032002        -20.4       0.0       0.0
BUF    2021032003        -21.1       0.0       0.0
BUF    2021032004        -21.2       0.0       0.0
BUF    2021032005        -21.7       0.0       0.0
BUF    2021032006        -21.1       0.0       0.0
BUF    2021032007        -17.5       0.0       0.0
BUF    2021032008        -13.0       0.0       0.0
BUF    2021032009         -8.8       0.0       0.0
BUF    2021032010         -8.3       0.0       0.0
BUF    2021032011         -7.7       0.0       0.0
BUF    2021032012         -7.0       0.0       0.0
BUF    2021032013         -6.6       0.0       0.0
BUF    2021032014         -6.5       0.0       0.0
BUF    2021032015         -6.6       0.0       0.0
BUF    2021032016         -7.2       0.0       0.0
BUF    2021032017         -8.6       0.0       0.0
BUF    2021032018        -12.3       0.0       0.0
BUF    2021032019        -16.3       0.0       0.0
BUF    2021032020        -18.4       0.0       0.0
BUF    2021032021        -19.7       0.0       0.0
BUF    2021032022        -20.3       0.0       0.0
BUF    2021032023        -20.3       0.0       0.0
BUF    2021032100        -20.4       0.0       0.0
BUF    2021032101        -20.7       0.0       0.0
BUF    2021032102        -20.1       0.0       0.0
BUF    2021032103        -17.7       0.0       0.0
BUF    2021032104        -15.9       0.0       0.0
BUF    2021032105        -14.6       0.0       0.0
BUF    2021032106        -14.0       0.0       0.0
BUF    2021032107        -12.0       0.0       0.0
BUF    2021032108         -9.7       0.0       0.0
BUF    2021032109         -5.7       0.0       0.0
BUF    2021032110         -2.3       0.0       0.0
BUF    2021032111         -1.1       0.0       0.0
BUF    2021032112         -0.9       0.0       0.0
BUF    2021032113         -0.4       0.0       0.0
BUF    2021032114         -1.1       0.0       0.0
BUF    2021032115         -2.2       0.0       0.0
BUF    2021032116         -3.7       0.0       0.0
BUF    2021032117         -4.6       0.0       0.0
BUF    2021032118         -5.4       0.0       0.0
BUF    2021032119         -6.1       0.0       0.0
BUF    2021032120         -5.9       0.0       0.0
BUF    2021032121         -6.3       0.0       0.0
BUF    2021032122         -6.9       0.0       0.0
BUF    2021032123         -7.1       0.0       0.0
BUF    2021032200         -7.5       0.0       0.0
BUF    2021032201         -7.7       0.0       0.0
BUF    2021032202         -7.7       0.0       0.0
BUF    2021032203         -8.1       0.0       0.0
BUF    2021032204         -8.5       0.0       0.0
BUF    2021032205         -7.8       0.0       0.0
BUF    2021032206         -7.5       0.0       0.0
BUF    2021032207         -6.6       0.0       0.0
BUF    2021032208         -5.4       0.0       0.0
BUF    2021032209         -4.2       0.0       0.0
BUF    2021032210         -3.4       0.0       0.0
BUF    2021032211         -2.7       0.0       0.0
BUF    2021032212         -2.2       0.0       0.0
BUF    2021032213         -1.7       0.0       0.0
BUF    2021032214         -1.5       0.0       0.0
BUF    2021032215         -1.8       0.0       0.0
BUF    2021032216         -2.3       0.0       0.0
BUF    2021032217         -3.8       0.0       0.0
BUF    2021032218         -5.0       0.0       0.0
BUF    2021032219         -6.4       0.0       0.0
BUF    2021032220         -8.1       0.0       0.0
BUF    2021032221        -10.5       0.0       0.0
BUF    2021032222        -10.8       0.0       0.0
BUF    2021032223        -12.3       0.0       0.0
BUF    2021032300        -12.8       0.0       0.0
BUF    2021032301        -13.5       0.0       0.0
BUF    2021032302        -14.8       0.0       0.0
BUF    2021032303        -15.5       0.0       0.0
BUF    2021032304        -16.6       0.0       0.0
BUF    2021032305        -17.3       0.0       0.0
BUF    2021032306        -17.2       0.0       0.0
BUF    2021032307        -15.4       0.0       0.0
BUF    2021032308        -11.0       0.0       0.0
BUF    2021032309         -6.5       0.0       0.0
BUF    2021032310         -2.8       0.0       0.0
BUF    2021032311         -0.2       0.0       0.0
BUF    2021032312          1.4       0.0       0.0
BUF    2021032313          2.3       0.0       0.0
BUF    2021032314          2.5       0.0       0.0
BUF    2021032315          2.4       0.0       0.0
BUF    2021032316          1.9       0.0       0.0
BUF    2021032317          0.3       0.0       0.0
BUF    2021032318         -2.0       0.0       0.0
BUF    2021032319         -5.6       0.0       0.0
BUF    2021032320         -8.1       0.0       0.0
BUF    2021032321         -9.7       0.0       0.0
BUF    2021032322        -10.8       0.0       0.0
BUF    2021032323        -11.7       0.0       0.0
BUF    2021032400        -12.3       0.0       0.0
BUF    2021032401        -13.0       0.0       0.0
BUF    2021032402        -13.4       0.0       0.0
BUF    2021032403        -13.8       0.0       0.0
BUF    2021032404        -14.5       0.0       0.0
BUF    2021032405        -14.5       0.0       0.0
BUF    2021032406        -14.5       0.0       0.0
BUF    2021032407        -12.1       0.0       0.0
BUF    2021032408         -5.7       0.0       0.0
BUF    2021032409          0.3       0.0       0.0
BUF    2021032410          2.8       0.0       0.0
BUF    2021032411          4.0       0.0       0.0
BUF    2021032412          4.3       0.0       0.0
BUF    2021032413          4.6       0.0       0.0
BUF    2021032414          4.8       0.0       0.0
BUF    2021032415          4.7       0.0       0.0
BUF    2021032416          4.3       0.0       0.0
BUF    2021032417          2.4       0.0       0.0
BUF    2021032418         -2.1       0.0       0.0
BUF    2021032419         -4.7       0.0       0.0
BUF    2021032420         -6.4       0.0       0.0
BUF    2021032421         -7.8       0.0       0.0
BUF    2021032422         -8.6       0.0       0.0
BUF    2021032423         -9.1       0.0       0.0
BUF    2021032500         -9.9       0.0       0.0
BUF    2021032501        -10.7       0.0       0.0
BUF    2021032502        -11.2       0.0       0.0
BUF    2021032503        -11.5       0.0       0.0
BUF    2021032504        -11.6       0.0       0.0
BUF    2021032505        -12.0       0.0       0.0
BUF    2021032506        -12.2       0.0       0.0
BUF    2021032507         -9.7       0.0       0.0
BUF    2021032508         -4.2       0.0       0.0
BUF    2021032509          1.4       0.0       0.0
BUF    2021032510          3.7       0.0       0.0
BUF    2021032511          5.0       0.0       0.0
BUF    2021032512          5.8       0.0       0.0
BUF    2021032513          6.3       0.0       0.0
BUF    2021032514          6.6       0.0       0.0
BUF    2021032515          6.6       0.0       0.0
BUF    2021032516          5.7       0.0       0.0
BUF    2021032517          4.6       0.0       0.0
BUF    2021032518          1.1       0.0       0.0
BUF    2021032519         -2.2       0.0       0.0
BUF    2021032520         -4.3       0.0       0.0
BUF    2021032521         -4.4       0.0       0.0
BUF    2021032522         -4.1       0.0       0.0
BUF    2021032523         -6.0       0.0       0.0
BUF    2021032600         -7.3       0.0       0.0
BUF    2021032601         -8.0       0.0       0.0
BUF    2021032602         -8.7       0.0       0.0
BUF    2021032603         -9.3       0.0       0.0
BUF    2021032604        -10.0       0.0       0.0
BUF    2021032605        -10.5       0.0       0.0
BUF    2021032606        -10.8       0.0       0.0
BUF    2021032607         -8.6       0.0       0.0
BUF    2021032608         -3.1       0.0       0.0
BUF    2021032609          1.7       0.0       0.0
BUF    2021032610          3.7       0.0       0.0
BUF    2021032611          4.7       0.0       0.0
BUF    2021032612          4.9       0.0       0.0
BUF    2021032613          5.3       0.0       0.0
BUF    2021032614          5.4       0.0       0.0
BUF    2021032615          5.4       0.0       0.0
BUF    2021032616          4.6       0.0       0.0
BUF    2021032617          3.1       0.0       0.0
BUF    2021032618          1.4       0.0       0.0
BUF    2021032619         -0.3       0.0       0.0
BUF    2021032620         -2.2       0.0       0.0
BUF    2021032621         -3.1       0.0       0.0
BUF    2021032622         -3.6       0.0       0.0
BUF    2021032623         -3.7       0.0       0.0
BUF    2021032700         -3.7       0.0       0.0
BUF    2021032701         -4.0       0.0       0.0
BUF    2021032702         -3.5       0.0       0.0
BUF    2021032703         -3.0       0.0       0.0
BUF    2021032704         -4.1       0.0       0.0
BUF    2021032705         -3.8       0.0       0.0
BUF    2021032706         -3.7       0.0       0.0
BUF    2021032707         -1.8       0.0       0.0
BUF    2021032708          0.7       0.0       0.0
BUF    2021032709          1.9       0.0       0.0
BUF    2021032710          2.6       0.0       0.0
BUF    2021032711          2.9       0.0       0.0
BUF    2021032712          3.6       0.0       0.0
BUF    2021032713          4.0       0.0       0.0
BUF    2021032714          5.0       0.0       0.0
BUF    2021032715          4.8       0.0       0.0
BUF    2021032716          3.7       0.0       0.0
BUF    2021032717          3.1       0.0       0.0
BUF    2021032718          1.0       0.0       0.0
BUF    2021032719         -2.2       0.0       0.0
BUF    2021032720         -3.9       0.0       0.0
BUF    2021032721         -4.7       0.0       0.0
BUF    2021032722         -6.0       0.0       0.0
BUF    2021032723         -7.6       0.0       0.0
BUF    2021032800         -8.7       0.0       0.0
BUF    2021032801         -9.4       0.0       0.0
BUF    2021032802        -10.1       0.0       0.0
BUF    2021032803        -10.4       0.0       0.0
BUF    2021032804        -11.0       0.0       0.0
BUF    2021032805        -11.6       0.0       0.0
BUF    2021032806        -11.7       0.0       0.0
BUF    2021032807         -9.4       0.0       0.0
BUF    2021032808         -3.9       0.0       0.0
BUF    2021032809          1.0       0.0       0.0
BUF    2021032810          3.4       0.0       0.0
BUF    2021032811          4.3       0.0       0.0
BUF    2021032812          5.3       0.0       0.0
BUF    2021032813          6.2       0.0       0.0
BUF    2021032814          6.5       0.0       0.0
BUF    2021032815          6.4       0.0       0.0
BUF    2021032816          5.4       0.0       0.0
BUF    2021032817          3.3       0.0       0.0
BUF    2021032818         -0.4       0.0       0.0
BUF    2021032819         -3.1       0.0       0.0
BUF    2021032820         -4.2       0.0       0.0
BUF    2021032821         -5.3       0.0       0.0
BUF    2021032822         -6.3       0.0       0.0
BUF    2021032823         -7.2       0.0       0.0
BUF    2021032900         -7.9       0.0       0.0
BUF    2021032901         -8.3       0.0       0.0
BUF    2021032902         -8.6       0.0       0.0
BUF    2021032903         -8.8       0.0       0.0
BUF    2021032904         -9.2       0.0       0.0
BUF    2021032905         -9.3       0.0       0.0
BUF    2021032906         -9.2       0.0       0.0
BUF    2021032907         -6.9       0.0       0.0
BUF    2021032908         -1.6       0.0       0.0
BUF    2021032909          3.9       0.0       0.0
BUF    2021032910          6.8       0.0       0.0
BUF    2021032911          8.2       0.0       0.0
BUF    2021032912          8.8       0.0       0.0
BUF    2021032913          9.8       0.0       0.0
BUF    2021032914         10.4       0.0       0.0
BUF    2021032915         10.2       0.0       0.0
BUF    2021032916          9.8       0.0       0.0
BUF    2021032917          6.2       0.0       0.0
BUF    2021032918          2.5       0.0       0.0
