ID,Longitude,Latitude,Temperature,Time,elevation
46723,13.5255791,52.4307741,8,2021-03-03T17:00:58Z,35
46723,13.5255791,52.4307795,8,2021-03-03T17:00:58Z,35
46723,13.5255614,52.4307359,8,2021-03-03T18:00:21Z,35
46723,13.5255506,52.4307445,8,2021-03-03T18:00:21Z,35
46723,13.5255614,52.4307359,8,2021-03-03T18:00:21Z,35
46723,13.525336,52.4320309,8,2021-03-03T19:00:38Z,33
46723,13.525336,52.4320309,8,2021-03-03T19:00:38Z,33
46723,13.525336,52.4320309,8,2021-03-03T19:00:38Z,33
46723,13.5253769,52.431145,7,2021-03-03T20:00:41Z,34
46723,13.5253769,52.431145,7,2021-03-03T20:00:41Z,34
46723,13.5253769,52.431145,7,2021-03-03T20:00:41Z,34
46723,13.5254489,52.4309758,7,2021-03-03T21:00:09Z,34
46723,13.5254632,52.4309741,7,2021-03-03T21:00:09Z,34
46723,13.5254632,52.4309741,7,2021-03-03T21:00:09Z,34
46723,13.5255254,52.4307822,7,2021-03-03T22:00:33Z,35
46723,13.5255254,52.4307822,7,2021-03-03T22:00:33Z,35
46723,13.5255288,52.4307836,7,2021-03-03T22:00:33Z,35
46723,13.5254219,52.4307595,6,2021-03-03T23:00:14Z,35
46723,13.5254076,52.4307612,6,2021-03-03T23:00:14Z,35
46723,13.5254219,52.4307595,6,2021-03-03T23:00:14Z,35
46723,13.5255392,52.4308921,5,2021-03-04T00:00:39Z,35
46723,13.5255426,52.430899,5,2021-03-04T00:00:39Z,35
46723,13.5255392,52.4308921,5,2021-03-04T00:00:39Z,35
46723,13.5254653,52.4308786,4,2021-03-04T01:00:09Z,35
46723,13.525451,52.4308802,4,2021-03-04T01:00:09Z,35
46723,13.5254653,52.4308786,4,2021-03-04T01:00:09Z,35
46723,13.5258066,52.4313572,3,2021-03-04T02:00:12Z,35
46723,13.52581,52.4313642,3,2021-03-04T02:00:12Z,35
46723,13.5258066,52.4313572,3,2021-03-04T02:00:12Z,35
46723,13.5254894,52.4309161,4,2021-03-04T03:00:36Z,34
46723,13.5254785,52.4309247,4,2021-03-04T03:00:36Z,34
46723,13.5254894,52.4309161,4,2021-03-04T03:00:36Z,34
46723,13.52514,52.4314389,4,2021-03-04T04:00:13Z,33
46723,13.52514,52.4314389,4,2021-03-04T04:00:13Z,33
46723,13.5251434,52.4314458,4,2021-03-04T04:00:13Z,33
46723,13.5254119,52.4306029,3,2021-03-04T05:00:40Z,35
46723,13.5254228,52.4305998,3,2021-03-04T05:00:40Z,35
46723,13.5254228,52.4305998,3,2021-03-04T05:00:40Z,35
46723,13.5255151,52.4307888,3,2021-03-04T06:00:40Z,35
46723,13.5255151,52.4307943,3,2021-03-04T06:00:40Z,35
46723,13.5255151,52.4307943,3,2021-03-04T06:00:40Z,35
46723,13.525522,52.4308903,4,2021-03-04T07:00:09Z,35
46723,13.5255328,52.4308817,4,2021-03-04T07:00:09Z,35
46723,13.5255328,52.4308817,4,2021-03-04T07:00:09Z,35
46723,13.5255082,52.4307092,4,2021-03-04T08:00:39Z,35
46723,13.5255191,52.4307061,4,2021-03-04T08:00:39Z,35
46723,13.5255191,52.4307061,4,2021-03-04T08:00:39Z,35
46723,13.5255082,52.4307311,4,2021-03-04T09:00:09Z,35
46723,13.5255191,52.430728,4,2021-03-04T09:00:09Z,35
46723,13.5255191,52.430728,4,2021-03-04T09:00:09Z,35
46723,13.5255003,52.4307979,4,2021-03-04T09:36:50Z,35
46723,13.5255003,52.4307979,4,2021-03-04T09:36:50Z,35
46723,13.5255003,52.4307979,4,2021-03-04T09:36:50Z,35
46723,13.5253443,52.4330426,4,2021-03-04T10:06:49Z,32
46723,13.5253443,52.4330426,4,2021-03-04T10:06:49Z,32
46723,13.5253443,52.4330426,4,2021-03-04T10:06:49Z,32
46723,13.5254288,52.4308939,4,2021-03-04T10:37:10Z,35
46723,13.5254288,52.4308939,4,2021-03-04T10:37:10Z,35
46723,13.5254145,52.4308956,4,2021-03-04T10:37:10Z,35
46723,10.0959105,46.6996513,25,2021-03-23T12:47:08Z,1478
46723,10.0959105,46.6996513,25,2021-03-23T12:47:08Z,1478
46723,10.0958976,46.6996463,25,2021-03-23T12:47:08Z,1478
46723,10.0958976,46.6996339,20,2021-03-23T13:00:08Z,1478
46723,10.0958976,46.6996339,20,2021-03-23T13:00:08Z,1478
46723,10.0958976,46.6996339,20,2021-03-23T13:00:08Z,1478
46723,10.0959179,46.6995728,16,2021-03-23T13:15:09Z,1474
46723,10.095905,46.6995678,16,2021-03-23T13:15:09Z,1474
46723,10.0959179,46.6995728,16,2021-03-23T13:15:09Z,1474
46723,10.0959082,46.699614,15,2021-03-23T13:30:40Z,1474
46723,10.0959082,46.699614,15,2021-03-23T13:30:40Z,1474
46723,10.0958976,46.6996216,15,2021-03-23T13:30:40Z,1474
46723,10.0958765,46.6996245,15,2021-03-23T13:45:09Z,1474
46723,10.095887,46.6996169,15,2021-03-23T13:45:09Z,1474
46723,10.095887,46.6996169,15,2021-03-23T13:45:09Z,1474
46723,10.0958922,46.6996244,14,2021-03-23T14:04:21Z,1474
46723,10.0958793,46.6996194,14,2021-03-23T14:04:21Z,1474
46723,10.0958922,46.6996244,14,2021-03-23T14:04:21Z,1474
46723,10.0958922,46.6996244,22,2021-03-24T11:16:39Z,1474
46723,10.0958922,46.6996244,22,2021-03-24T11:16:39Z,1474
46723,10.0958922,46.6996244,22,2021-03-24T11:16:39Z,1474
46723,10.0958922,46.6996244,24,2021-03-24T11:31:39Z,1474
46723,10.0958922,46.6996244,24,2021-03-24T11:31:39Z,1474
46723,10.0958922,46.6996244,24,2021-03-24T11:31:39Z,1474
46723,10.0958922,46.6996244,23,2021-03-24T11:46:39Z,1474
46723,10.0958922,46.6996244,23,2021-03-24T11:46:39Z,1474
46723,10.0958922,46.6996244,23,2021-03-24T11:46:39Z,1474
46723,10.0958922,46.6996244,26,2021-03-24T12:01:39Z,1474
46723,10.0958922,46.6996244,26,2021-03-24T12:01:39Z,1474
46723,10.0958922,46.6996244,26,2021-03-24T12:01:39Z,1474
46723,10.0958922,46.6996244,31,2021-03-24T12:16:39Z,1474
46723,10.0958922,46.6996244,31,2021-03-24T12:16:39Z,1474
46723,10.0958922,46.6996244,31,2021-03-24T12:16:39Z,1474
46723,10.0959431,46.6996745,28,2021-03-24T12:30:38Z,1478
46723,10.0959325,46.6996821,28,2021-03-24T12:30:38Z,1478
46723,10.0959431,46.6996745,28,2021-03-24T12:30:38Z,1478
46723,10.0959105,46.6996143,26,2021-03-24T12:45:36Z,1474
46723,10.0959105,46.6996143,26,2021-03-24T12:45:36Z,1474
