Longitude,Latitude,Time,elevation
10.1240813516016,46.7613080078901,2020-03-02T18:00:23Z,1661
10.1241080364602,46.7613886777679,2020-03-02T19:01:18Z,1661
10.1241135602247,46.7612489203467,2020-03-02T20:00:45Z,1661
10.1241581898635,46.7612557684178,2020-03-02T21:00:42Z,1661
10.124155428094,46.7610453376122,2020-03-02T22:00:42Z,1698
10.1244485095805,46.7611696924282,2020-03-02T23:00:12Z,1698
10.124647730517,46.7611750415319,2020-03-03T00:00:42Z,1709
10.1230369507644,46.7608100897434,2020-03-03T01:00:12Z,1673
10.1228984596173,46.7608074472758,2020-03-03T02:00:42Z,1673
10.1229044420804,46.7607992686874,2020-03-03T03:00:11Z,1673
10.1228956949277,46.7608742452594,2020-03-03T04:00:42Z,1673
10.1233475066539,46.7610524500332,2020-03-03T05:01:12Z,1673
10.1232499268421,46.7620446132022,2020-03-03T06:00:08Z,1606
10.123795134604,46.7628385841222,2020-03-03T07:00:41Z,1575
10.1240514189374,46.7627319010054,2020-03-03T08:01:24Z,1580
10.1252868329231,46.7629458158697,2020-03-03T09:00:36Z,1606
10.1253222608667,46.7629022207755,2020-03-03T10:01:05Z,1606
10.1253222608667,46.762920702385,2020-03-03T11:00:10Z,1606
10.1252905132842,46.7629927913522,2020-03-03T12:00:42Z,1568
10.1247351521934,46.7630402928021,2020-03-03T13:01:01Z,1560
10.1245851501883,46.7642929594746,2020-03-03T14:00:15Z,1489
10.1242791574543,46.7645717445484,2020-03-03T15:00:42Z,1489
10.1222903797887,46.7654739379623,2020-03-03T16:00:16Z,1419
10.1223433001098,46.7653804854229,2020-03-03T17:00:42Z,1419
10.1190131372165,46.7659999005039,2020-03-03T18:00:17Z,1420
10.1164293626594,46.7687434675576,2020-03-03T19:00:42Z,1390
10.1153099625194,46.7706097056101,2020-03-03T20:00:15Z,1444
10.1152924790525,46.7705917948809,2020-03-03T21:00:43Z,1444
10.1157080296113,46.7706567118381,2020-03-03T22:00:41Z,1464
10.1154921783359,46.7707533830695,2020-03-03T23:00:07Z,1464
10.1160946014781,46.7706221840752,2020-03-04T00:00:42Z,1466
