Product Type: Litetrack Iridium-150
Product ID: 91037
Firmware Version: V8.92.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites
12.06.2019 20:00:35,47.1059090,10.6635511,1054.11,34,29.5,1.8,6
12.06.2019 22:00:35,47.0945670,10.6717497,1056.13,34,14.5,1.2,7
13.06.2019 00:00:35,47.0927781,10.6734459,1067.61,34,13.5,2.6,5
13.06.2019 04:01:09,47.0933198,10.6578156,-0.02,70,13.5,7,3
13.06.2019 08:00:37,47.1092811,10.6674735,0.13,70,26.0,2.8,3
13.06.2019 12:01:09,47.1082249,10.6713492,0.02,70,32.5,3.6,3
13.06.2019 16:00:56,47.1055023,10.6641338,993.75,70,33.0,3,4
13.06.2019 20:01:10,47.0978626,10.6631286,0.23,70,19.0,4.2,3
13.06.2019 22:00:33,47.0931193,10.6745737,1099.25,34,14.5,1.2,7
14.06.2019 00:00:36,47.0934847,10.6735478,1060.12,36,12.5,2,6
14.06.2019 04:01:08,47.1061691,10.6657762,759.71,70,12.5,3.2,4
14.06.2019 08:00:38,47.0965404,10.6690270,0.32,70,26.5,8.2,3
14.06.2019 12:01:08,47.1085197,10.6717849,-0.40,70,31.5,3.6,3
14.06.2019 16:00:55,47.1053201,10.6643165,990.73,70,26.5,8,4
14.06.2019 20:01:10,47.1040200,10.6795073,0.27,70,23.5,7.4,3
14.06.2019 22:00:35,47.0945242,10.6701799,1004.57,35,19.5,2.2,5
15.06.2019 00:00:33,47.0936636,10.6695549,954.25,34,21.5,1.8,6
15.06.2019 04:01:04,47.0929916,10.6698246,936.33,65,24.5,1.4,5
15.06.2019 08:00:33,47.0930653,10.6699979,921.88,34,27.0,1.8,6
15.06.2019 12:01:10,0.0000000,0.0000000,0.00,70,29.5,0,0
15.06.2019 16:00:33,47.1115860,10.6702598,-0.40,70,31.0,4,3
15.06.2019 20:01:08,47.1048937,10.6633878,1029.33,70,26.0,4.2,4
15.06.2019 22:00:34,47.0934152,10.6695741,960.81,36,19.0,1.4,5
16.06.2019 00:00:33,47.0935501,10.6681977,903.19,35,20.0,1.6,6
16.06.2019 04:01:10,0.0000000,0.0000000,0.00,70,22.5,0,0
16.06.2019 08:01:10,47.0959787,10.6718366,-0.35,70,26.0,2.6,3
16.06.2019 12:01:10,0.0000000,0.0000000,0.00,70,28.5,0,0
16.06.2019 16:01:03,47.0758778,10.6736029,0.45,70,29.5,9.8,3
16.06.2019 20:00:33,47.0938145,10.6696464,957.78,35,19.0,1.6,7
16.06.2019 22:00:33,47.0937971,10.6682124,924.08,35,18.5,3.8,4
17.06.2019 00:00:35,47.0911298,10.6743008,1078.24,36,15.5,2.6,5
17.06.2019 04:01:10,0.0000000,0.0000000,0.00,70,17.0,0,0
17.06.2019 08:01:10,0.0000000,0.0000000,0.00,70,22.5,0,0
17.06.2019 12:01:03,47.1020294,10.6837706,-0.23,70,31.0,7.2,3
17.06.2019 16:00:36,47.0992934,10.6656709,967.72,38,32.5,3,5
17.06.2019 20:01:10,0.0000000,0.0000000,0.00,70,27.0,0,0
17.06.2019 22:01:06,47.0915041,10.6698299,913.94,70,17.0,2.8,4
18.06.2019 00:00:36,47.0936741,10.6684663,917.68,35,17.0,1.4,6
18.06.2019 04:01:08,47.0994413,10.6657838,926.50,70,18.0,3.4,4
18.06.2019 08:01:09,47.0994063,10.6657748,935.57,70,26.5,2.6,4
18.06.2019 12:01:09,47.0994023,10.6658971,918.24,70,30.0,6.2,4
18.06.2019 16:00:33,47.0990968,10.6657737,938.88,33,30.0,3.6,6
18.06.2019 20:01:09,47.0929973,10.6699936,948.03,70,21.0,3.4,4
18.06.2019 22:00:34,47.0938204,10.6705272,984.47,34,16.5,2.8,5
19.06.2019 00:00:33,47.0931197,10.6685299,893.06,33,17.0,2,5
19.06.2019 04:01:10,0.0000000,0.0000000,0.00,70,16.0,0,0
19.06.2019 08:01:09,47.1026840,10.6754564,0.41,70,20.5,4.8,3
19.06.2019 12:01:09,47.1022432,10.6829697,-0.47,70,29.0,7,3
19.06.2019 16:00:34,47.0991090,10.6660093,919.88,34,33.0,4,5
19.06.2019 20:01:10,0.0000000,0.0000000,0.00,70,23.5,0,0
