Product Type: Litetrack Iridium-150
Product ID: 91038
Firmware Version: V8.92.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites
27.06.2019 08:00:33,46.6410902,10.1851401,1890.49,35,23.5,1.8,5
27.06.2019 12:01:10,0.0000000,0.0000000,0.00,70,28.0,0,0
27.06.2019 16:00:38,46.6410539,10.1854653,1914.93,39,31.0,8.2,5
27.06.2019 20:00:35,46.6411638,10.1854716,1891.01,36,24.0,2.4,6
27.06.2019 22:00:33,46.6410983,10.1851717,1896.52,35,24.5,2.4,4
28.06.2019 00:00:33,46.6409588,10.1853450,1904.28,35,18.0,2.6,5
28.06.2019 04:01:07,46.6189567,10.1628193,0.16,70,13.5,12,3
28.06.2019 08:00:33,46.6412536,10.1851190,1906.35,35,22.0,1,7
28.06.2019 12:00:52,46.6410265,10.1852211,1906.81,54,31.0,5,5
28.06.2019 16:00:36,46.6411089,10.1851270,1876.15,38,28.0,1.6,6
28.06.2019 20:01:06,46.6181729,10.2019739,-0.06,70,26.5,9.2,3
28.06.2019 22:00:36,46.6615904,10.2000831,1817.93,35,12.5,1.4,5
29.06.2019 00:00:33,46.6409236,10.1851997,1932.74,33,12.0,7,4
29.06.2019 04:00:36,46.6409078,10.1849664,1886.25,35,23.0,1.6,5
29.06.2019 08:01:10,46.6394192,10.1867453,1281.96,70,19.5,1.8,4
29.06.2019 12:01:10,0.0000000,0.0000000,0.00,70,27.5,0,0
29.06.2019 16:00:36,46.6405640,10.1864481,1955.37,35,28.0,2.6,5
29.06.2019 20:00:33,46.6410844,10.1851579,1903.48,33,28.5,1.2,7
29.06.2019 22:00:47,46.6521577,10.1916912,1903.06,47,15.5,9.6,3
30.06.2019 00:01:10,0.0000000,0.0000000,0.00,70,16.0,0,0
30.06.2019 04:00:33,46.6411678,10.1852386,1920.85,33,26.0,2.6,5
30.06.2019 08:01:05,46.6409311,10.1851361,1907.19,64,20.5,2.2,5
30.06.2019 12:01:10,46.6539878,10.1998051,0.37,70,32.0,0,0
30.06.2019 16:01:05,46.6414152,10.1851372,1897.63,65,31.0,2.6,5
30.06.2019 20:01:09,46.6281816,10.1806436,-0.23,70,21.5,4.2,3
30.06.2019 22:01:10,0.0000000,0.0000000,0.00,70,17.5,0,0
01.07.2019 00:00:57,46.6632352,10.2119593,1865.34,57,15.0,2.6,5
01.07.2019 04:01:09,46.6541599,10.2098468,0.18,70,13.5,4.6,3
01.07.2019 08:00:33,46.6410509,10.1855484,1862.98,34,24.5,10.2,5
01.07.2019 12:01:10,0.0000000,0.0000000,0.00,70,26.5,0,0
01.07.2019 16:00:36,46.6529194,10.2067006,2246.66,36,15.0,2.4,6
01.07.2019 20:01:10,46.6409248,10.1877750,1561.26,70,28.5,1.4,7
01.07.2019 22:01:08,46.6352427,10.1947730,-0.24,70,11.5,2.8,3
02.07.2019 00:01:08,46.6634706,10.2133716,-0.33,70,12.0,12,3
02.07.2019 04:00:33,46.6410165,10.1851734,1910.60,34,30.0,1,8
02.07.2019 08:01:10,0.0000000,0.0000000,0.00,70,14.0,0,0
02.07.2019 12:00:51,46.6409841,10.1852060,1903.00,52,29.0,2.2,5
02.07.2019 16:00:33,46.6416657,10.1931507,2099.63,34,28.5,0.8,11
02.07.2019 20:00:34,46.6418764,10.1928304,2109.14,35,14.0,1.2,8
02.07.2019 22:00:33,46.6530570,10.1810315,1789.42,34,14.5,2.6,4
03.07.2019 00:01:08,46.6356443,10.1867544,0.23,70,14.5,4.4,3
03.07.2019 04:01:08,46.6329857,10.1741500,0.14,70,9.5,6.2,3
03.07.2019 08:00:33,46.6403260,10.1873157,1981.74,34,28.0,1.6,6
03.07.2019 12:00:36,46.6418234,10.1849695,1909.78,37,26.0,2.2,5
03.07.2019 16:00:35,46.6416454,10.1944146,2119.64,36,28.0,0.8,11
03.07.2019 20:01:10,0.0000000,0.0000000,0.00,70,16.0,0,0
03.07.2019 22:01:08,46.6615230,10.1936434,0.48,70,12.5,4,3
04.07.2019 00:00:33,46.6425198,10.1947635,2137.86,34,9.0,1.4,6
04.07.2019 04:00:33,46.6407857,10.1851526,1896.33,34,22.0,2.4,5
04.07.2019 08:00:53,46.6407567,10.1851312,1873.24,54,25.5,1.6,5
04.07.2019 12:01:03,46.6407995,10.1850204,1889.38,65,29.0,2,5
04.07.2019 16:01:10,0.0000000,0.0000000,0.00,70,18.5,0,0
